Altium Designer Pick and Place Locations
D:\Users\Secondary\Documents\Projects\Archimajor\ProjectOutputs\Assembly\Archimajor_1.0a_PickPlace.csv

========================================================================================================================
File Design Information:

Date:       26/10/23
Time:       22:08
Revision:   17e1f21658f3bc5a184119147e84e01daad41587
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description","Ref-X(mil)","Ref-Y(mil)"
"R164G","1K","TopLayer","R0402","-745.165","441.211","270","RES 0402 1K 63mW 1%","-745.165","441.262"
"R164F","1K","TopLayer","R0402","-1558.165","441.211","270","RES 0402 1K 63mW 1%","-1558.165","441.262"
"R164E","1K","TopLayer","R0402","-2378.720","438.234","270","RES 0402 1K 63mW 1%","-2378.720","438.285"
"R164D","1K","TopLayer","R0402","-3193.991","441.211","270","RES 0402 1K 63mW 1%","-3193.991","441.262"
"R164C","1K","TopLayer","R0402","-4014.547","442.170","270","RES 0402 1K 63mW 1%","-4014.547","442.221"
"R164B","1K","TopLayer","R0402","-4829.818","441.211","270","RES 0402 1K 63mW 1%","-4829.818","441.262"
"R163H","47R","TopLayer","R0402","406.784","893.262","360","RES 47 OHM 1% 1/16W 0402","406.733","893.262"
"R163G","47R","TopLayer","R0402","-406.216","893.262","360","RES 47 OHM 1% 1/16W 0402","-406.267","893.262"
"R163F","47R","TopLayer","R0402","-1219.216","893.262","360","RES 47 OHM 1% 1/16W 0402","-1219.267","893.262"
"R163E","47R","TopLayer","R0402","-2039.771","890.285","360","RES 47 OHM 1% 1/16W 0402","-2039.822","890.285"
"R163D","47R","TopLayer","R0402","-2855.042","893.262","360","RES 47 OHM 1% 1/16W 0402","-2855.093","893.262"
"R163C","47R","TopLayer","R0402","-3675.598","894.221","360","RES 47 OHM 1% 1/16W 0402","-3675.649","894.221"
"R163B","47R","TopLayer","R0402","-4490.869","893.262","360","RES 47 OHM 1% 1/16W 0402","-4490.920","893.262"
"R162H","0.05R","TopLayer","R2512","323.835","792.577","360","RES 0.05 OHM 1% 2W 2512","323.835","792.577"
"R162G","0.05R","TopLayer","R2512","-489.165","792.577","360","RES 0.05 OHM 1% 2W 2512","-489.165","792.577"
"R162F","0.05R","TopLayer","R2512","-1302.165","792.577","360","RES 0.05 OHM 1% 2W 2512","-1302.165","792.577"
"R162E","0.05R","TopLayer","R2512","-2122.720","789.600","360","RES 0.05 OHM 1% 2W 2512","-2122.720","789.600"
"R162D","0.05R","TopLayer","R2512","-2937.991","792.577","360","RES 0.05 OHM 1% 2W 2512","-2937.991","792.577"
"R162C","0.05R","TopLayer","R2512","-3758.547","793.536","360","RES 0.05 OHM 1% 2W 2512","-3758.547","793.536"
"R162B","0.05R","TopLayer","R2512","-4573.818","792.577","360","RES 0.05 OHM 1% 2W 2512","-4573.818","792.577"
"R116H","47R","TopLayer","R0402","276.784","894.262","180","RES 47 OHM 1% 1/16W 0402","276.835","894.262"
"R116G","47R","TopLayer","R0402","-536.216","894.262","180","RES 47 OHM 1% 1/16W 0402","-536.165","894.262"
"R116F","47R","TopLayer","R0402","-1349.216","894.262","180","RES 47 OHM 1% 1/16W 0402","-1349.165","894.262"
"R116E","47R","TopLayer","R0402","-2169.771","891.285","180","RES 47 OHM 1% 1/16W 0402","-2169.720","891.285"
"R116D","47R","TopLayer","R0402","-2985.042","894.262","180","RES 47 OHM 1% 1/16W 0402","-2984.991","894.262"
"R116C","47R","TopLayer","R0402","-3805.598","895.221","180","RES 47 OHM 1% 1/16W 0402","-3805.547","895.221"
"R116B","47R","TopLayer","R0402","-4620.869","894.262","180","RES 47 OHM 1% 1/16W 0402","-4620.818","894.262"
"R113H","1K","TopLayer","R0402","146.835","731.313","90","RES 0402 1K 63mW 1%","146.835","731.262"
"R113G","1K","TopLayer","R0402","-666.165","731.313","90","RES 0402 1K 63mW 1%","-666.165","731.262"
"R113F","1K","TopLayer","R0402","-1479.165","731.313","90","RES 0402 1K 63mW 1%","-1479.165","731.262"
"R113E","1K","TopLayer","R0402","-2299.720","728.336","90","RES 0402 1K 63mW 1%","-2299.720","728.285"
"R113D","1K","TopLayer","R0402","-3114.991","731.313","90","RES 0402 1K 63mW 1%","-3114.991","731.262"
"R113C","1K","TopLayer","R0402","-3935.547","732.272","90","RES 0402 1K 63mW 1%","-3935.547","732.221"
"R113B","1K","TopLayer","R0402","-4750.818","731.313","90","RES 0402 1K 63mW 1%","-4750.818","731.262"
"R112H","1K","TopLayer","R0402","163.886","672.262","360","RES 0402 1K 63mW 1%","163.835","672.262"
"R112G","1K","TopLayer","R0402","-649.114","672.262","360","RES 0402 1K 63mW 1%","-649.165","672.262"
"R112F","1K","TopLayer","R0402","-1462.114","672.262","360","RES 0402 1K 63mW 1%","-1462.165","672.262"
"R112E","1K","TopLayer","R0402","-2282.669","669.285","360","RES 0402 1K 63mW 1%","-2282.720","669.285"
"R112D","1K","TopLayer","R0402","-3097.940","672.262","360","RES 0402 1K 63mW 1%","-3097.991","672.262"
"R112C","1K","TopLayer","R0402","-3918.496","673.221","360","RES 0402 1K 63mW 1%","-3918.547","673.221"
"R112B","1K","TopLayer","R0402","-4733.767","672.262","360","RES 0402 1K 63mW 1%","-4733.818","672.262"
"R111H","1K","TopLayer","R0402","182.835","441.313","90","RES 0402 1K 63mW 1%","182.835","441.262"
"R111G","1K","TopLayer","R0402","-630.165","441.313","90","RES 0402 1K 63mW 1%","-630.165","441.262"
"R111F","1K","TopLayer","R0402","-1443.165","441.313","90","RES 0402 1K 63mW 1%","-1443.165","441.262"
"R111E","1K","TopLayer","R0402","-2263.720","438.336","90","RES 0402 1K 63mW 1%","-2263.720","438.285"
"R111D","1K","TopLayer","R0402","-3078.991","441.313","90","RES 0402 1K 63mW 1%","-3078.991","441.262"
"R111C","1K","TopLayer","R0402","-3899.547","442.272","90","RES 0402 1K 63mW 1%","-3899.547","442.221"
"R111B","1K","TopLayer","R0402","-4714.818","441.313","90","RES 0402 1K 63mW 1%","-4714.818","441.262"
"R110H","1K","TopLayer","R0402","444.835","448.211","270","RES 0402 1K 63mW 1%","444.835","448.262"
"R110G","1K","TopLayer","R0402","-368.165","448.211","270","RES 0402 1K 63mW 1%","-368.165","448.262"
"R110F","1K","TopLayer","R0402","-1181.165","448.211","270","RES 0402 1K 63mW 1%","-1181.165","448.262"
"R110E","1K","TopLayer","R0402","-2001.720","445.234","270","RES 0402 1K 63mW 1%","-2001.720","445.285"
"R110D","1K","TopLayer","R0402","-2816.991","448.211","270","RES 0402 1K 63mW 1%","-2816.991","448.262"
"R110C","1K","TopLayer","R0402","-3637.547","449.170","270","RES 0402 1K 63mW 1%","-3637.547","449.221"
"R110B","1K","TopLayer","R0402","-4452.818","448.211","270","RES 0402 1K 63mW 1%","-4452.818","448.262"
"R108H","1k","TopLayer","R0402","-131.468","1330.002","180","RES 0402 1k 63mW 1%","-131.417","1330.002"
"R108G","1k","TopLayer","R0402","-943.476","1332.955","180","RES 0402 1k 63mW 1%","-943.424","1332.955"
"R108F","1k","TopLayer","R0402","-1756.468","1332.955","180","RES 0402 1k 63mW 1%","-1756.417","1332.955"
"R108E","1k","TopLayer","R0402","-2573.397","1322.128","180","RES 0402 1k 63mW 1%","-2573.346","1322.128"
"R108D","1k","TopLayer","R0402","-3397.216","1335.908","180","RES 0402 1k 63mW 1%","-3397.165","1335.908"
"R108C","1k","TopLayer","R0402","-4216.113","1334.924","180","RES 0402 1k 63mW 1%","-4216.062","1334.924"
"R108B","1k","TopLayer","R0402","-5029.105","1331.971","180","RES 0402 1k 63mW 1%","-5029.054","1331.971"
"R107H","2.2R","TopLayer","R0402","-171.216","1275.262","180","RES SMD 2.2 OHM 5% 1/16W 0402","-171.165","1275.262"
"R107G","2.2R","TopLayer","R0402","-984.216","1275.262","180","RES SMD 2.2 OHM 5% 1/16W 0402","-984.165","1275.262"
"R107F","2.2R","TopLayer","R0402","-1797.216","1275.262","180","RES SMD 2.2 OHM 5% 1/16W 0402","-1797.165","1275.262"
"R107E","2.2R","TopLayer","R0402","-2617.771","1272.285","180","RES SMD 2.2 OHM 5% 1/16W 0402","-2617.720","1272.285"
"R107D","2.2R","TopLayer","R0402","-3433.042","1275.262","180","RES SMD 2.2 OHM 5% 1/16W 0402","-3432.991","1275.262"
"R107C","2.2R","TopLayer","R0402","-4253.598","1276.221","180","RES SMD 2.2 OHM 5% 1/16W 0402","-4253.547","1276.221"
"R107B","2.2R","TopLayer","R0402","-5068.869","1275.262","180","RES SMD 2.2 OHM 5% 1/16W 0402","-5068.818","1275.262"
"Q10H","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-61.149","295.923","180","40V 17 MOHM T6 S08FL DUAL","-61.149","295.923"
"Q10G","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-874.149","295.923","180","40V 17 MOHM T6 S08FL DUAL","-874.149","295.923"
"Q10F","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-1687.149","295.923","180","40V 17 MOHM T6 S08FL DUAL","-1687.149","295.923"
"Q10E","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-2507.704","292.946","180","40V 17 MOHM T6 S08FL DUAL","-2507.704","292.946"
"Q10D","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-3322.976","295.923","180","40V 17 MOHM T6 S08FL DUAL","-3322.976","295.923"
"Q10C","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-4143.531","296.882","180","40V 17 MOHM T6 S08FL DUAL","-4143.531","296.882"
"Q10B","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-4958.802","295.923","180","40V 17 MOHM T6 S08FL DUAL","-4958.802","295.923"
"Q7H","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","311.339","295.923","180","40V 17 MOHM T6 S08FL DUAL","311.339","295.923"
"Q7G","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-501.661","295.923","180","40V 17 MOHM T6 S08FL DUAL","-501.661","295.923"
"Q7F","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-1314.661","295.923","180","40V 17 MOHM T6 S08FL DUAL","-1314.661","295.923"
"Q7E","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-2135.216","292.946","180","40V 17 MOHM T6 S08FL DUAL","-2135.216","292.946"
"Q7D","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-2950.488","295.923","180","40V 17 MOHM T6 S08FL DUAL","-2950.488","295.923"
"Q7C","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-3771.043","296.882","180","40V 17 MOHM T6 S08FL DUAL","-3771.043","296.882"
"Q7B","NVMFD5C478NT1G","TopLayer","SO8FL-Dual_(DFN8_5x6,_1.26P_Dual_Flag)","-4586.314","295.923","180","40V 17 MOHM T6 S08FL DUAL","-4586.314","295.923"
"D49H","SMAJ24A","TopLayer","SMA-SM","-149.320","-807.884","270","TVS DIODE 24V 38.9V SMA","-177.372","-822.025"
"D49G","SMAJ24A","TopLayer","SMA-SM","-953.500","-808.664","270","TVS DIODE 24V 38.9V SMA","-981.552","-822.805"
"D49F","SMAJ24A","TopLayer","SMA-SM","-1763.920","-796.197","270","TVS DIODE 24V 38.9V SMA","-1791.972","-810.339"
"D49E","SMAJ24A","TopLayer","SMA-SM","-2755.243","163.793","90","TVS DIODE 24V 38.9V SMA","-2727.192","177.935"
"D49D","SMAJ24A","TopLayer","SMA-SM","-3395.680","-795.656","270","TVS DIODE 24V 38.9V SMA","-3423.732","-809.798"
"D49C","SMAJ24A","TopLayer","SMA-SM","-4212.340","-798.776","270","TVS DIODE 24V 38.9V SMA","-4240.392","-812.918"
"D49B","SMAJ24A","TopLayer","SMA-SM","-5038.360","-788.384","270","TVS DIODE 24V 38.9V SMA","-5066.412","-802.525"
"D48H","SMAJ24A","TopLayer","SMA-SM","-356.410","-705.010","180","TVS DIODE 24V 38.9V SMA","-370.552","-676.959"
"D48G","SMAJ24A","TopLayer","SMA-SM","-1169.950","-705.790","180","TVS DIODE 24V 38.9V SMA","-1184.092","-677.739"
"D48F","SMAJ24A","TopLayer","SMA-SM","-1988.950","-697.210","180","TVS DIODE 24V 38.9V SMA","-2003.092","-669.159"
"D48E","SMAJ24A","TopLayer","SMA-SM","-2593.840","-736.124","270","TVS DIODE 24V 38.9V SMA","-2621.892","-750.265"
"D48D","SMAJ24A","TopLayer","SMA-SM","-3612.390","-706.557","180","TVS DIODE 24V 38.9V SMA","-3626.532","-678.505"
"D48C","SMAJ24A","TopLayer","SMA-SM","-4435.290","-695.109","180","TVS DIODE 24V 38.9V SMA","-4449.432","-667.058"
"D48B","SMAJ24A","TopLayer","SMA-SM","-5234.010","-709.677","180","TVS DIODE 24V 38.9V SMA","-5248.152","-681.625"
"D47H","SMAJ24A","TopLayer","SMA-SM","434.047","-684.788","360","TVS DIODE 24V 38.9V SMA","448.188","-712.839"
"D47G","SMAJ24A","TopLayer","SMA-SM","-384.953","-772.148","360","TVS DIODE 24V 38.9V SMA","-370.812","-800.199"
"D47F","SMAJ24A","TopLayer","SMA-SM","-1198.493","-776.048","360","TVS DIODE 24V 38.9V SMA","-1184.352","-804.099"
"D47E","SMAJ24A","TopLayer","SMA-SM","-2017.493","-767.765","360","TVS DIODE 24V 38.9V SMA","-2003.352","-795.816"
"D47D","SMAJ24A","TopLayer","SMA-SM","-2831.813","-652.808","360","TVS DIODE 24V 38.9V SMA","-2817.672","-680.859"
"D47C","SMAJ24A","TopLayer","SMA-SM","-3640.933","-772.914","360","TVS DIODE 24V 38.9V SMA","-3626.792","-800.965"
"D47B","SMAJ24A","TopLayer","SMA-SM","-4464.353","-767.454","360","TVS DIODE 24V 38.9V SMA","-4450.212","-795.505"
"D46H","SMAJ24A","TopLayer","SMA-SM","434.047","-826.748","360","TVS DIODE 24V 38.9V SMA","448.188","-854.799"
"D46G","SMAJ24A","TopLayer","SMA-SM","-384.953","-893.828","360","TVS DIODE 24V 38.9V SMA","-370.812","-921.879"
"D46F","SMAJ24A","TopLayer","SMA-SM","-1198.493","-895.388","360","TVS DIODE 24V 38.9V SMA","-1184.352","-923.439"
"D46E","SMAJ24A","TopLayer","SMA-SM","-2017.493","-887.872","360","TVS DIODE 24V 38.9V SMA","-2003.352","-915.923"
"D46D","SMAJ24A","TopLayer","SMA-SM","-2831.813","-773.708","360","TVS DIODE 24V 38.9V SMA","-2817.672","-801.759"
"D46C","SMAJ24A","TopLayer","SMA-SM","-3640.933","-892.782","360","TVS DIODE 24V 38.9V SMA","-3626.792","-920.833"
"D46B","SMAJ24A","TopLayer","SMA-SM","-4465.133","-893.814","360","TVS DIODE 24V 38.9V SMA","-4450.992","-921.865"
"C152H","470uF","TopLayer","CAP16x17","125.424","-215.234","270","CAP ALUM 470UF 20% 50V SMD","125.424","-215.234"
"C152G","470uF","TopLayer","CAP16x17","-686.088","-215.234","270","CAP ALUM 470UF 20% 50V SMD","-686.088","-215.234"
"C152F","470uF","TopLayer","CAP16x17","-1500.252","-215.234","270","CAP ALUM 470UF 20% 50V SMD","-1500.252","-215.234"
"C152E","470uF","TopLayer","CAP16x17","-2318.708","-215.234","270","CAP ALUM 470UF 20% 50V SMD","-2318.708","-215.234"
"C152D","470uF","TopLayer","CAP16x17","-3136.380","-215.234","270","CAP ALUM 470UF 20% 50V SMD","-3136.380","-215.234"
"C152C","470uF","TopLayer","CAP16x17","-3955.224","-215.234","270","CAP ALUM 470UF 20% 50V SMD","-3955.224","-215.234"
"C152B","470uF","TopLayer","CAP16x17","-4768.920","-215.234","270","CAP ALUM 470UF 20% 50V SMD","-4768.920","-215.234"
"C149H","100nF","TopLayer","C0201_Large_Pads","81.764","1384.112","180","CAP CER 0.1UF 6.3V 10% X5R 0201","81.764","1384.112"
"C149G","100nF","TopLayer","C0201_Large_Pads","-731.236","1384.112","180","CAP CER 0.1UF 6.3V 10% X5R 0201","-731.236","1384.112"
"C149F","100nF","TopLayer","C0201_Large_Pads","-1544.236","1384.112","180","CAP CER 0.1UF 6.3V 10% X5R 0201","-1544.236","1384.112"
"C149E","100nF","TopLayer","C0201_Large_Pads","-2364.791","1381.136","180","CAP CER 0.1UF 6.3V 10% X5R 0201","-2364.791","1381.136"
"C149D","100nF","TopLayer","C0201_Large_Pads","-3180.062","1384.112","180","CAP CER 0.1UF 6.3V 10% X5R 0201","-3180.062","1384.112"
"C149C","100nF","TopLayer","C0201_Large_Pads","-4000.618","1385.072","180","CAP CER 0.1UF 6.3V 10% X5R 0201","-4000.618","1385.072"
"C149B","100nF","TopLayer","C0201_Large_Pads","-4815.889","1384.112","180","CAP CER 0.1UF 6.3V 10% X5R 0201","-4815.889","1384.112"
"C131H","4.7uF 6.3V 0603","TopLayer","C0603","377.040","1155.766","180","CAP CER 4.7UF 6.3V X7R 0603","377.040","1155.766"
"C131G","4.7uF 6.3V 0603","TopLayer","C0603","-435.960","1155.766","180","CAP CER 4.7UF 6.3V X7R 0603","-435.960","1155.766"
"C131F","4.7uF 6.3V 0603","TopLayer","C0603","-1248.960","1155.766","180","CAP CER 4.7UF 6.3V X7R 0603","-1248.960","1155.766"
"C131E","4.7uF 6.3V 0603","TopLayer","C0603","-2069.516","1152.789","180","CAP CER 4.7UF 6.3V X7R 0603","-2069.516","1152.789"
"C131D","4.7uF 6.3V 0603","TopLayer","C0603","-2884.787","1155.766","180","CAP CER 4.7UF 6.3V X7R 0603","-2884.787","1155.766"
"C131C","4.7uF 6.3V 0603","TopLayer","C0603","-3705.342","1156.725","180","CAP CER 4.7UF 6.3V X7R 0603","-3705.342","1156.725"
"C131B","4.7uF 6.3V 0603","TopLayer","C0603","-4520.614","1155.766","180","CAP CER 4.7UF 6.3V X7R 0603","-4520.614","1155.766"
"C125H","4.7uF","TopLayer","C1206","396.725","1033.719","180","CAP CER 1206 4.7uF 50V 10% X5R","396.725","1033.719"
"C125G","4.7uF","TopLayer","C1206","-416.275","1033.719","180","CAP CER 1206 4.7uF 50V 10% X5R","-416.275","1033.719"
"C125F","4.7uF","TopLayer","C1206","-1229.275","1033.719","180","CAP CER 1206 4.7uF 50V 10% X5R","-1229.275","1033.719"
"C125E","4.7uF","TopLayer","C1206","-2049.831","1030.742","180","CAP CER 1206 4.7uF 50V 10% X5R","-2049.831","1030.742"
"C125D","4.7uF","TopLayer","C1206","-2865.102","1033.719","180","CAP CER 1206 4.7uF 50V 10% X5R","-2865.102","1033.719"
"C125C","4.7uF","TopLayer","C1206","-3685.657","1034.678","180","CAP CER 1206 4.7uF 50V 10% X5R","-3685.657","1034.678"
"C125B","4.7uF","TopLayer","C1206","-4500.928","1033.719","180","CAP CER 1206 4.7uF 50V 10% X5R","-4500.928","1033.719"
"C124H","22nF","TopLayer","C0603","-176.109","1180.372","360","CAP CER 0.022UF 100V X7R 0603","-176.109","1180.372"
"C124G","22nF","TopLayer","C0603","-989.110","1180.372","360","CAP CER 0.022UF 100V X7R 0603","-989.110","1180.372"
"C124F","22nF","TopLayer","C0603","-1802.110","1180.372","360","CAP CER 0.022UF 100V X7R 0603","-1802.110","1180.372"
"C124E","22nF","TopLayer","C0603","-2622.665","1177.395","360","CAP CER 0.022UF 100V X7R 0603","-2622.665","1177.395"
"C124D","22nF","TopLayer","C0603","-3437.936","1180.372","360","CAP CER 0.022UF 100V X7R 0603","-3437.936","1180.372"
"C124C","22nF","TopLayer","C0603","-4258.492","1181.332","360","CAP CER 0.022UF 100V X7R 0603","-4258.492","1181.332"
"C124B","22nF","TopLayer","C0603","-5073.763","1180.372","360","CAP CER 0.022UF 100V X7R 0603","-5073.763","1180.372"
"C123H","1nF","TopLayer","C0603","75.835","583.262","270","CAP CER 0603  1nF 50v 10% X7R","75.835","583.262"
"C123G","1nF","TopLayer","C0603","-737.165","583.262","270","CAP CER 0603  1nF 50v 10% X7R","-737.165","583.262"
"C123F","1nF","TopLayer","C0603","-1550.165","583.262","270","CAP CER 0603  1nF 50v 10% X7R","-1550.165","583.262"
"C123E","1nF","TopLayer","C0603","-2370.720","580.285","270","CAP CER 0603  1nF 50v 10% X7R","-2370.720","580.285"
"C123D","1nF","TopLayer","C0603","-3185.991","583.262","270","CAP CER 0603  1nF 50v 10% X7R","-3185.991","583.262"
"C123C","1nF","TopLayer","C0603","-4006.547","584.221","270","CAP CER 0603  1nF 50v 10% X7R","-4006.547","584.221"
"C123B","1nF","TopLayer","C0603","-4821.818","583.262","270","CAP CER 0603  1nF 50v 10% X7R","-4821.818","583.262"
"C122H","100nF","TopLayer","C0603","377.040","1100.648","180","CAP CER 0603 100nF 50V 10% X7R","377.040","1100.648"
"C122G","100nF","TopLayer","C0603","-435.960","1100.648","180","CAP CER 0603 100nF 50V 10% X7R","-435.960","1100.648"
"C122F","100nF","TopLayer","C0603","-1248.960","1100.648","180","CAP CER 0603 100nF 50V 10% X7R","-1248.960","1100.648"
